nsize,nitem,diffmn,diffsd,discmi,discma,CTTphi1,CTTphi2,CTTphi3,CFAphi1,CFAphi2,CFAphi3,PCMphi1,PCMphi2,PCMphi3,GPCMphi1,GPCMphi2,GPCMphi3,CTTkappa1,CTTkappa2,CTTkappa3,CFAkappa1,CFAkappa2,CFAkappa3,PCMkappa1,PCMkappa2,PCMkappa3,GPCMkappa1,GPCMkappa2,GPCMkappa3,CTTtypeone1,CTTtypeone2,CTTtypeone3,CFAtypeone1,CFAtypeone2,CFAtypeone3,PCMtypeone1,PCMtypeone2,PCMtypeone3,GPCMtypeone1,GPCMtypeone2,GPCMtypeone3,CTTtypetwo1,CTTtypetwo2,CTTtypetwo3,CFAtypetwo1,CFAtypetwo2,CFAtypetwo3,PCMtypetwo1,PCMtypetwo2,PCMtypetwo3,GPCMtypetwo1,GPCMtypetwo2,GPCMtypetwo3
250,30,1.5,0.5,1,1,0.447546595,0.520933692,0.562750896,0.425609319,0.500659498,0.545913978,0.432362007,0.506899642,0.549629032,0.4255,0.501394265,0.545964158,0.429288705,0.507918598,0.552254386,0.419073331,0.498685931,0.545366843,0.424048401,0.503378016,0.547903206,0.419038991,0.499374229,0.545484504,0.057516249,0.076844086,0.091894026,0.041277658,0.051654002,0.06175687,0.045289247,0.058059737,0.06867945,0.041209677,0.051575149,0.061695221,0.019574791,0.031520191,0.040633214,0.025259618,0.042991637,0.056766308,0.02367049,0.039724253,0.052897013,0.025281123,0.042933572,0.056769295
500,30,1.5,0.5,1,1,0.447821622,0.521230631,0.562900901,0.425765766,0.500956757,0.546198198,0.432554955,0.507212613,0.54985045,0.425655856,0.501699099,0.546259459,0.429599835,0.508250512,0.552456173,0.419329244,0.498982967,0.545647209,0.424331205,0.5036921,0.548138024,0.419294718,0.499675725,0.545776391,0.057449009,0.076769129,0.091766607,0.041122643,0.051613694,0.061727447,0.045155916,0.058017538,0.068607447,0.041054294,0.051537297,0.06166018,0.019574414,0.031507508,0.040655856,0.02528997,0.042971532,0.056728889,0.023692252,0.039702102,0.052888889,0.025311592,0.042911952,0.056732372
750,30,1.5,0.5,1,1,0.448125,0.521516304,0.563019928,0.425949275,0.501246377,0.546518116,0.432775362,0.507472826,0.550086957,0.425838768,0.501976449,0.546554348,0.429969115,0.508566581,0.552651608,0.419642705,0.499273525,0.545971523,0.424671851,0.503957799,0.548381845,0.419607992,0.499951391,0.546070184,0.057352174,0.076694686,0.091595048,0.040937077,0.051561232,0.061688285,0.044992271,0.057964734,0.068546981,0.040868357,0.05148587,0.061625,0.01957971,0.031496498,0.040703261,0.025326329,0.042957246,0.056690097,0.023719928,0.039691063,0.052875242,0.025348068,0.042899155,0.056697585
250,10,0,1,1,1,0.448400729,0.521819672,0.563087432,0.426103825,0.501582878,0.546786885,0.432967213,0.507839709,0.550307832,0.425992714,0.502307832,0.546850638,0.430292573,0.50890402,0.552783546,0.419909735,0.499613956,0.546229302,0.424966363,0.504325215,0.548603314,0.419874832,0.500286135,0.546354604,0.057269945,0.076638737,0.091442016,0.040765149,0.051508561,0.061653066,0.044842502,0.057931026,0.068498239,0.040696053,0.051430601,0.061583607,0.019579599,0.031475531,0.040752277,0.02535762,0.042936248,0.056655981,0.023742441,0.039658774,0.052855252,0.025379478,0.042880024,0.056661324
500,10,0,1,1,1,0.449141026,0.522503663,0.563739927,0.426721612,0.502155678,0.547349817,0.433622711,0.508446886,0.550888278,0.42660989,0.502884615,0.547413919,0.431393836,0.509736773,0.553463844,0.420953949,0.500395665,0.54686319,0.426038361,0.50513281,0.549246954,0.420918854,0.501071537,0.54698918,0.056576068,0.076226862,0.091236752,0.039980586,0.050958608,0.061309524,0.044080342,0.057416361,0.068192063,0.039911111,0.05088022,0.061239683,0.019626374,0.031492186,0.040703419,0.025436142,0.043015873,0.056686203,0.023812088,0.039720391,0.052865324,0.02545812,0.042959341,0.056691575
750,10,0,1,1,1,0.44993186,0.52321547,0.564390424,0.427388582,0.502755064,0.54792081,0.434327808,0.509081031,0.551478821,0.427276243,0.503488029,0.547985267,0.432565991,0.510613059,0.554164029,0.422068425,0.501220343,0.547524955,0.427180927,0.505983659,0.549924298,0.422033136,0.501899949,0.547651642,0.055824923,0.075768079,0.090992388,0.039137753,0.050360221,0.06092302,0.04326016,0.056853653,0.067834745,0.039067894,0.0502814,0.060852793,0.019676611,0.031515531,0.040669368,0.025518478,0.043102885,0.056730878,0.023885451,0.039789196,0.052892204,0.025540577,0.043046041,0.05673628
250,20,0,1,1,1,0.450744444,0.523981481,0.565083333,0.428075926,0.503407407,0.548527778,0.435053704,0.509768519,0.552112963,0.427962963,0.504144444,0.548592593,0.433740442,0.511547812,0.554900275,0.423184556,0.502102913,0.548220949,0.428325461,0.506892693,0.550643359,0.423149071,0.502786295,0.548348339,0.055076543,0.075303827,0.090748272,0.038296667,0.049754815,0.060535556,0.042441975,0.056284321,0.067473086,0.03822642,0.049675556,0.060464938,0.01972,0.031531358,0.040621975,0.025594321,0.043183086,0.056763827,0.023952222,0.039850988,0.05290679,0.025616543,0.043125926,0.056769259
500,20,0,1,1,1,0.450232775,0.523331471,0.564459963,0.427595903,0.502759777,0.547841713,0.434614525,0.509111732,0.551441341,0.427476723,0.503482309,0.547914339,0.433207512,0.510874888,0.554248529,0.422678086,0.501446566,0.54754227,0.427855589,0.506228425,0.549964976,0.422639336,0.502117229,0.547678133,0.055167722,0.075435754,0.090920298,0.038379268,0.049841341,0.060637616,0.042527623,0.056378523,0.067584358,0.038309125,0.049763128,0.060565611,0.019740534,0.031578399,0.040675605,0.025606952,0.043233147,0.056844817,0.02396288,0.039902793,0.052987089,0.025629299,0.043177157,0.056849286
750,20,0,1,1,1,0.449554307,0.522728464,0.563885768,0.426923221,0.502121723,0.547245318,0.433893258,0.508485019,0.550814607,0.426794007,0.502857678,0.547316479,0.432500345,0.510242334,0.553654951,0.42197252,0.500797181,0.546939125,0.42710624,0.505591722,0.549335051,0.421924405,0.501479935,0.547075752,0.055272409,0.075564045,0.091069288,0.038473533,0.049927715,0.060731086,0.042617104,0.056467541,0.067695131,0.038402622,0.049848315,0.060658677,0.019769788,0.03161985,0.040732584,0.025630587,0.043282397,0.056916979,0.023993758,0.039953184,0.053059301,0.025653808,0.043225343,0.056921473
250,30,0,1,1,1,0.449013183,0.521962335,0.563175141,0.426467043,0.501376648,0.546487759,0.433378531,0.507768362,0.55006968,0.4263371,0.502107345,0.546576271,0.431929188,0.509437364,0.552917944,0.421475786,0.500044205,0.546185321,0.426556426,0.504865232,0.54858903,0.4214274,0.500722446,0.546340252,0.055359448,0.075727307,0.091242561,0.038553798,0.050023729,0.060841431,0.042700439,0.056567357,0.067813936,0.038482486,0.049944633,0.060766353,0.019789579,0.03166968,0.04080226,0.025639046,0.043340866,0.057005775,0.024007282,0.040010923,0.053147395,0.025662398,0.043284244,0.057008035
500,30,0,1,1,1,0.448933712,0.521691288,0.562903409,0.426585227,0.501181818,0.54625947,0.433405303,0.507560606,0.549782197,0.426445076,0.501907197,0.546346591,0.431883118,0.509179138,0.552625524,0.421568301,0.499847052,0.545949572,0.426573302,0.504651196,0.548298535,0.42150506,0.500519695,0.546104119,0.055356566,0.075759596,0.091338005,0.038599874,0.05006452,0.060885859,0.042727904,0.0566125,0.067878788,0.038528157,0.049986995,0.060810354,0.019804545,0.031701389,0.040823232,0.025625379,0.043351768,0.057030682,0.024004545,0.040023611,0.053175126,0.025649874,0.043295076,0.057033207
750,30,0,1,1,1,0.448622857,0.521394286,0.562567619,0.426430476,0.500866667,0.545908571,0.433287619,0.50724381,0.549417143,0.426274286,0.501592381,0.54600381,0.431608852,0.508877876,0.552272554,0.421379856,0.499524317,0.545592565,0.426431945,0.504327798,0.547928928,0.421299965,0.500196349,0.545754313,0.055359746,0.075826794,0.091442794,0.038660063,0.050118222,0.060947302,0.042776635,0.056662476,0.067946667,0.038592127,0.050040635,0.060871746,0.019833524,0.031724825,0.040852317,0.02562781,0.043373206,0.057072,0.024008762,0.04004927,0.053218794,0.025652063,0.043316571,0.057073016
250,10,0.75,1,1,1,0.448423372,0.521099617,0.562277778,0.426429119,0.50051341,0.54559387,0.433226054,0.506867816,0.549101533,0.426272031,0.501233716,0.545681992,0.431444606,0.508585638,0.55195776,0.421347007,0.499162395,0.545280351,0.426354882,0.503949422,0.547607017,0.421267203,0.49983229,0.545433317,0.055348404,0.075883269,0.091532312,0.038711367,0.050177905,0.061000255,0.042807918,0.056716858,0.068003065,0.03864304,0.050099872,0.060925032,0.01985249,0.031751596,0.040877905,0.025615709,0.04339719,0.057104215,0.024005747,0.040080971,0.053253384,0.025640102,0.043340996,0.057106769
500,10,0.75,1,1,1,0.448776493,0.521479769,0.562506744,0.426655106,0.500890173,0.545971098,0.433491329,0.507238921,0.549473988,0.42649711,0.501601156,0.546052023,0.431830505,0.50903499,0.552269178,0.421674538,0.499534597,0.545651979,0.426711361,0.504327011,0.547996295,0.421594273,0.500194317,0.545798222,0.055278099,0.075733333,0.091318433,0.038544894,0.050123699,0.060925883,0.042665125,0.056656519,0.067881567,0.038476172,0.05005061,0.060853821,0.01984727,0.031746564,0.040916635,0.025643802,0.04337264,0.057070006,0.024024534,0.040057033,0.053237251,0.025668337,0.043316121,0.057072832
750,10,0.75,1,1,1,0.449246124,0.521879845,0.562765504,0.426996124,0.50130814,0.546346899,0.433872093,0.507680233,0.549829457,0.426837209,0.502017442,0.546443798,0.432324944,0.509563717,0.552603449,0.422109932,0.499961629,0.546031741,0.427176038,0.504808234,0.54837317,0.422029199,0.500618241,0.54619291,0.055212274,0.075477132,0.091100129,0.038381783,0.050041085,0.060841344,0.042525969,0.056510724,0.067749096,0.038312661,0.049970284,0.060765762,0.019835917,0.031767183,0.040955685,0.02566615,0.043351938,0.057041344,0.024037468,0.04005,0.053232041,0.025690827,0.04329509,0.057043023
250,20,0.75,1,1,1,0.449584795,0.522282651,0.563091618,0.427204678,0.501569201,0.546812865,0.434120858,0.508083821,0.550224172,0.427044834,0.502298246,0.546902534,0.432692075,0.51004882,0.553005954,0.422417326,0.500226943,0.546490906,0.427513059,0.505222104,0.548791376,0.422336121,0.500903043,0.546647082,0.055131254,0.075291618,0.090871865,0.038202339,0.049968031,0.060759714,0.04237076,0.056422482,0.06759948,0.038132814,0.049903054,0.060677453,0.01982794,0.031767381,0.040979207,0.025692268,0.043348148,0.056989734,0.024054061,0.040030019,0.053218194,0.025717089,0.04328707,0.056995322
500,20,0.75,1,1,1,0.448503922,0.521298039,0.562113725,0.425992157,0.500492157,0.545747059,0.432998039,0.50704902,0.549182353,0.425831373,0.501229412,0.545841176,0.431535107,0.509008537,0.551971934,0.421177615,0.499131692,0.545429021,0.42635089,0.504168964,0.547741867,0.421095932,0.499814673,0.545590202,0.055307059,0.075506797,0.091141046,0.038323268,0.050095948,0.060911634,0.042508105,0.056577386,0.067781438,0.038253333,0.050030327,0.060828366,0.019861176,0.031825098,0.041057386,0.025739608,0.043437124,0.057119477,0.024092288,0.040104183,0.05333281,0.025764575,0.043375425,0.057124575
750,20,0.75,1,1,1,0.447398422,0.520234714,0.56116568,0.424828402,0.499362919,0.544714004,0.431881657,0.505932939,0.548177515,0.424668639,0.500102564,0.544812623,0.430362706,0.507883557,0.550980496,0.419986617,0.497986953,0.54439451,0.425202688,0.503035725,0.546732145,0.419904452,0.498673976,0.544559738,0.055478895,0.07574806,0.091394346,0.038443918,0.050228665,0.061061012,0.042634583,0.056737804,0.067948981,0.03837357,0.050162656,0.060976857,0.019898619,0.031880473,0.041138199,0.025785799,0.04353044,0.057246417,0.024136621,0.040186851,0.053449967,0.025810914,0.043468376,0.057251151
250,30,0.75,1,1,1,0.44634127,0.519200397,0.560190476,0.423884921,0.498238095,0.543668651,0.430928571,0.504875,0.547176587,0.423742063,0.498972222,0.54375,0.4292441,0.506792177,0.549959792,0.419013511,0.496850631,0.543345042,0.424211663,0.501965891,0.54572683,0.418946956,0.497532926,0.543492782,0.055635317,0.075975132,0.09166455,0.038550529,0.050360979,0.061210185,0.042756614,0.056888228,0.068124868,0.038478968,0.05029537,0.06112791,0.019934524,0.031940079,0.041210847,0.025817063,0.043622884,0.057372884,0.024166005,0.040266534,0.053557011,0.025841534,0.043561243,0.057380026
