nsize,nitem,diffmn,diffsd,discmi,discma,CTTphi1,CTTphi2,CTTphi3,CFAphi1,CFAphi2,CFAphi3,PCMphi1,PCMphi2,PCMphi3,GPCMphi1,GPCMphi2,GPCMphi3,CTTkappa1,CTTkappa2,CTTkappa3,CFAkappa1,CFAkappa2,CFAkappa3,PCMkappa1,PCMkappa2,PCMkappa3,GPCMkappa1,GPCMkappa2,GPCMkappa3,CTTtypeone1,CTTtypeone2,CTTtypeone3,CFAtypeone1,CFAtypeone2,CFAtypeone3,PCMtypeone1,PCMtypeone2,PCMtypeone3,GPCMtypeone1,GPCMtypeone2,GPCMtypeone3,CTTtypetwo1,CTTtypetwo2,CTTtypetwo3,CFAtypetwo1,CFAtypetwo2,CFAtypetwo3,PCMtypetwo1,PCMtypetwo2,PCMtypetwo3,GPCMtypetwo1,GPCMtypetwo2,GPCMtypetwo3
250,20,0,0.5,0.5,1,0.464979798,0.539464646,0.57996633,0.44326936,0.517720539,0.563313131,0.451565657,0.526077441,0.568639731,0.442592593,0.518501684,0.56313468,0.446850648,0.526712323,0.570174461,0.436955718,0.515989739,0.562858925,0.443260408,0.522675676,0.567028596,0.43639611,0.516685956,0.562742078,0.055262851,0.073754209,0.086742312,0.039786308,0.049773064,0.058994837,0.043758249,0.056159596,0.065128395,0.039724355,0.049712009,0.058915825,0.018782716,0.029885522,0.039160269,0.024447138,0.041497419,0.054725253,0.022721437,0.037865544,0.050822671,0.024501908,0.041432997,0.054781145
500,20,0,0.5,0.5,1,0.464380952,0.538863946,0.579278912,0.442547619,0.516942177,0.562564626,0.450795918,0.525404762,0.567959184,0.441857143,0.517727891,0.56237415,0.44615177,0.526049831,0.569429811,0.436169847,0.51519296,0.562115978,0.442423591,0.521980279,0.566334633,0.435597437,0.515891242,0.561987306,0.055449433,0.073935374,0.086982086,0.039953741,0.049908163,0.059121088,0.043938549,0.056293197,0.065293197,0.039891156,0.049846939,0.05904263,0.018789796,0.029912925,0.03919932,0.02445805,0.041548073,0.054807937,0.022733787,0.037908163,0.050878231,0.024513832,0.041483447,0.05486576
750,20,0,0.5,0.5,1,0.463821306,0.538013746,0.578487973,0.441931271,0.516072165,0.561701031,0.450257732,0.524522337,0.567041237,0.441185567,0.516841924,0.5615189,0.445486184,0.525119632,0.568594255,0.435479249,0.514295751,0.561242341,0.441789568,0.521072513,0.565404304,0.43484306,0.514978322,0.561123124,0.055638946,0.074193127,0.087219015,0.040122337,0.050053608,0.059265979,0.044101489,0.056452234,0.065477663,0.040061856,0.049993814,0.059185338,0.018796564,0.029942268,0.03926323,0.024466896,0.041607331,0.054909049,0.022742726,0.037967698,0.050973883,0.024526002,0.041544101,0.054966094
250,30,0,0.5,0.5,1,0.463104167,0.537118056,0.577739583,0.441013889,0.515246528,0.560899306,0.449447917,0.523586806,0.566166667,0.440260417,0.516041667,0.560673611,0.444641092,0.52415583,0.567784807,0.434473009,0.513449295,0.560454068,0.440896572,0.520110342,0.564529367,0.433830193,0.514154408,0.560290508,0.05585463,0.074422917,0.087477546,0.0403,0.050195833,0.059395833,0.044280324,0.056616667,0.065654167,0.040238889,0.050134028,0.059319907,0.018796528,0.029990278,0.0393,0.024481481,0.041661574,0.054993519,0.022751852,0.038032639,0.051054861,0.024541204,0.041596296,0.055056713
500,30,0,0.5,0.5,1,0.463,0.537003509,0.577666667,0.440863158,0.515098246,0.560831579,0.449322807,0.523463158,0.566080702,0.440126316,0.515880702,0.560621053,0.44450626,0.524014797,0.567698486,0.434249731,0.513284073,0.560362074,0.440695703,0.519961306,0.564435019,0.433624705,0.513980358,0.560213737,0.055947135,0.074508304,0.08753848,0.040445848,0.050276491,0.059439532,0.044421754,0.056704094,0.065723509,0.040379415,0.050214503,0.059360936,0.018795556,0.029985497,0.039296842,0.024464561,0.041654737,0.054992749,0.022735906,0.03802269,0.051043041,0.024524912,0.041590643,0.055054269
750,30,0,0.5,0.5,1,0.463049645,0.537109929,0.577762411,0.441195035,0.515265957,0.560882979,0.449567376,0.523475177,0.566109929,0.440432624,0.516060284,0.560687943,0.444548338,0.52409165,0.56777702,0.434502686,0.513440019,0.560409591,0.440851421,0.519936759,0.564462315,0.433855525,0.514145991,0.560274417,0.055997636,0.074552719,0.087544917,0.040569031,0.050328369,0.059469031,0.04453617,0.056786761,0.06575461,0.040500473,0.05026643,0.05938818,0.018796217,0.029962648,0.039291489,0.024429787,0.041619149,0.05497565,0.022709693,0.0379974,0.051031442,0.024492199,0.041553664,0.055035697
250,10,0.75,0.5,0.5,1,0.462939068,0.53697491,0.577555556,0.441089606,0.515268817,0.560623656,0.449695341,0.523448029,0.565856631,0.44034767,0.516017921,0.56044086,0.444407448,0.523926864,0.567540472,0.434310779,0.513419845,0.560149803,0.440909971,0.519890464,0.564185853,0.433686252,0.514092575,0.560028697,0.05606356,0.07463178,0.087636081,0.040707049,0.050396416,0.059530705,0.044637993,0.056849701,0.065836559,0.040637754,0.050339546,0.059448984,0.018791876,0.029962246,0.039296774,0.024404301,0.041599283,0.054991876,0.022678614,0.037984468,0.051042533,0.02446595,0.041535962,0.055049701
500,10,0.75,0.5,0.5,1,0.464097826,0.538101449,0.578746377,0.442097826,0.516554348,0.56182971,0.450865942,0.524655797,0.567032609,0.441333333,0.517293478,0.561673913,0.44567645,0.525178157,0.568841478,0.435330571,0.514702887,0.561365539,0.442074083,0.521118569,0.565396277,0.434682812,0.515368736,0.561266729,0.055832367,0.074247826,0.087174638,0.040596377,0.050239855,0.059329469,0.044589855,0.056676812,0.065541063,0.040538406,0.05018285,0.059270531,0.018762802,0.029921256,0.039239372,0.024371981,0.041497343,0.054857246,0.022622222,0.037891063,0.050945652,0.024431884,0.041434783,0.054901208
750,10,0.75,0.5,0.5,1,0.465139194,0.539091575,0.579783883,0.443296703,0.517809524,0.562871795,0.452065934,0.525695971,0.568135531,0.44252381,0.518534799,0.56270696,0.446837981,0.526250312,0.569963012,0.436524427,0.515949456,0.56240341,0.44329777,0.522174588,0.566529706,0.435869551,0.516600245,0.562294415,0.055604151,0.073977289,0.086865934,0.040530403,0.05012381,0.059204884,0.044478388,0.056519414,0.065296459,0.040471795,0.050071306,0.059139438,0.018745543,0.029874237,0.039156288,0.024326984,0.041387057,0.05472674,0.022581441,0.037817338,0.050843956,0.024387546,0.041325275,0.05477558
250,20,0.75,0.5,0.5,1,0.466192593,0.540381481,0.580833333,0.444437037,0.519251852,0.563974074,0.453181481,0.526981481,0.569240741,0.443685185,0.52,0.563788889,0.448016634,0.527613133,0.571141781,0.43763324,0.517374161,0.563483178,0.444441317,0.523496534,0.567642825,0.436987007,0.518052362,0.56335382,0.055381975,0.073664444,0.086364444,0.040511111,0.049991852,0.059018272,0.044356296,0.056292593,0.065045679,0.040459259,0.04993284,0.058958025,0.018718272,0.029794321,0.039136543,0.024260988,0.041261728,0.054602963,0.022537531,0.037732346,0.050740741,0.024317778,0.041199259,0.054653827
500,20,0.75,0.5,0.5,1,0.464573034,0.539157303,0.579801498,0.442707865,0.517868914,0.562749064,0.451501873,0.525621723,0.568082397,0.442,0.518636704,0.562569288,0.4462496,0.526278989,0.570024543,0.435830738,0.515957502,0.562270168,0.4426716,0.522088212,0.566474257,0.435229155,0.516648872,0.562143258,0.055698627,0.074025218,0.086700624,0.040749064,0.050193009,0.059208989,0.044621473,0.056543071,0.065281149,0.040694132,0.050132834,0.059147566,0.018758801,0.029830961,0.039202747,0.024316355,0.041364794,0.05474407,0.02258402,0.03781623,0.050853433,0.024371286,0.041301124,0.054795006
750,20,0.75,0.5,0.5,1,0.463003788,0.537829545,0.57855303,0.440950758,0.516371212,0.561325758,0.449875,0.524162879,0.566818182,0.44025,0.517143939,0.561159091,0.444512765,0.524855875,0.568713332,0.433981128,0.514446918,0.56083726,0.440936639,0.520600212,0.565185149,0.433388657,0.515137727,0.560720792,0.056042929,0.074362626,0.08705404,0.040995455,0.050404293,0.059430303,0.044886111,0.056799242,0.06552904,0.040939141,0.050344192,0.059366667,0.018788636,0.029894949,0.039302778,0.02437601,0.041475758,0.054914646,0.022633081,0.037908838,0.050986616,0.024430808,0.041412121,0.054964646
250,30,0.75,0.5,0.5,1,0.461578544,0.536559387,0.577340996,0.43937931,0.515157088,0.56005364,0.448344828,0.522770115,0.565482759,0.438762452,0.515869732,0.559873563,0.442942408,0.523474554,0.567417512,0.432325059,0.513208121,0.559570417,0.43930713,0.519168983,0.563849946,0.431819046,0.513838757,0.55944072,0.056342273,0.074725415,0.087441635,0.041227586,0.050592848,0.059626054,0.045139974,0.057050575,0.065781098,0.041166028,0.050538186,0.059563218,0.018816092,0.029939719,0.039371392,0.024417114,0.041561686,0.055058493,0.022667944,0.037996679,0.051119029,0.024467944,0.041503448,0.0551106
500,30,0.75,0.5,0.5,1,0.46074031,0.535883721,0.576678295,0.43844186,0.514453488,0.559333333,0.447387597,0.522077519,0.564771318,0.437848837,0.515162791,0.559174419,0.441981365,0.5227342,0.566704154,0.431300477,0.512482086,0.558822875,0.438268,0.518452427,0.563116619,0.430820813,0.513112214,0.558711862,0.056585013,0.074962274,0.087674935,0.04143876,0.050736693,0.05975969,0.045367183,0.057231266,0.065956848,0.041374935,0.050681395,0.05969354,0.018828165,0.029956589,0.039411628,0.024432817,0.041601034,0.055139018,0.022681395,0.038021964,0.051178036,0.024482687,0.041543152,0.055189147
750,30,0.75,0.5,0.5,1,0.459909804,0.534976471,0.576058824,0.437666667,0.513564706,0.558560784,0.446627451,0.521219608,0.564031373,0.437078431,0.514258824,0.558419608,0.441047584,0.521755535,0.566032764,0.43042649,0.511565753,0.558030864,0.437398292,0.517554162,0.562386028,0.429953276,0.512185866,0.557943152,0.056816993,0.075219085,0.087900915,0.041649412,0.050899869,0.059901961,0.045569935,0.057420654,0.066088889,0.041584837,0.05084549,0.059831895,0.018846536,0.03,0.03945098,0.024444183,0.041656732,0.055226928,0.022698039,0.038068497,0.051265621,0.024493856,0.041599739,0.05527451
250,10,1.5,0.5,0.5,1,0.459353175,0.534269841,0.575595238,0.437075397,0.512801587,0.557988095,0.445956349,0.520444444,0.563357143,0.436488095,0.513480159,0.557829365,0.440331177,0.520945732,0.565499293,0.42973154,0.51078279,0.557461186,0.436621627,0.516740298,0.561690302,0.42926258,0.511387373,0.557360115,0.057063228,0.075500265,0.088139418,0.041845238,0.051051852,0.060010317,0.045771164,0.057601058,0.066239153,0.041778307,0.051,0.059941005,0.018828042,0.030006349,0.039444444,0.024435185,0.041700265,0.05527963,0.022695238,0.038108995,0.051325132,0.02448545,0.04164418,0.055329365
500,10,1.5,0.5,0.5,1,0.459751004,0.534859438,0.576413655,0.437610442,0.513329317,0.558706827,0.446433735,0.52102008,0.564088353,0.437024096,0.514,0.558538153,0.440734475,0.521531141,0.566355028,0.430192556,0.511297776,0.558172305,0.437062933,0.51728726,0.562411303,0.429727689,0.511885033,0.558067012,0.057058367,0.075431058,0.08792423,0.041951539,0.051057028,0.059944043,0.045838554,0.057612851,0.066137082,0.041884873,0.051011513,0.059873896,0.018809103,0.029955556,0.039367604,0.024389558,0.041639357,0.05517992,0.022660241,0.03803909,0.051237216,0.024439357,0.041583133,0.05523079
750,10,1.5,0.5,0.5,1,0.460105691,0.535719512,0.577264228,0.438093496,0.514126016,0.5595,0.446979675,0.521979675,0.565036585,0.437495935,0.514772358,0.559329268,0.441104804,0.522393929,0.567265018,0.430582686,0.512069199,0.558953447,0.437568802,0.518226129,0.563350216,0.430104396,0.512634514,0.558848949,0.057061518,0.075333062,0.087670461,0.04208103,0.051043902,0.059879133,0.045887805,0.057581301,0.066003794,0.042010298,0.050998645,0.059808943,0.018801897,0.029875339,0.039310298,0.02434878,0.041552846,0.055070732,0.022634959,0.037934688,0.051127913,0.024400813,0.041499187,0.055121409
250,20,1.5,0.5,0.5,1,0.460469136,0.536518519,0.578123457,0.438506173,0.514950617,0.560395062,0.447333333,0.522728395,0.565884774,0.438057613,0.515613169,0.560226337,0.44148513,0.523165132,0.568195339,0.430901502,0.512880525,0.559822696,0.437861188,0.518943361,0.564201107,0.430575404,0.513456096,0.559725604,0.057015364,0.075296845,0.087345405,0.042177503,0.051017284,0.059788752,0.045945679,0.057566255,0.065857339,0.042094376,0.050979698,0.059720988,0.018783813,0.029791495,0.039260631,0.024303704,0.041466667,0.054944033,0.022601646,0.037853224,0.051028258,0.024348148,0.041409053,0.054992044
500,20,1.5,0.5,0.5,1,0.460516667,0.536491667,0.578033333,0.438995833,0.515054167,0.5603,0.447633333,0.523025,0.565795833,0.438566667,0.515729167,0.5601,0.441509801,0.523155313,0.568068229,0.431301281,0.512971282,0.559702727,0.438086182,0.519196925,0.564092226,0.430988583,0.513554339,0.559573842,0.057075278,0.075284167,0.087469444,0.042330833,0.051096111,0.059846667,0.04605,0.057626944,0.065940556,0.042245,0.051058056,0.059781944,0.018783056,0.029812222,0.039235278,0.024249722,0.04143,0.0549425,0.022571944,0.037804167,0.051013333,0.024294167,0.041371667,0.054995
750,20,1.5,0.5,0.5,1,0.460658228,0.536654008,0.577936709,0.439299578,0.51528692,0.560181435,0.448059072,0.52321519,0.565603376,0.438818565,0.515919831,0.55992827,0.441605211,0.523265556,0.567957768,0.431499786,0.513183935,0.559581268,0.438405261,0.519341176,0.563895406,0.431138806,0.51371165,0.55940629,0.057164838,0.075363713,0.087531083,0.042502954,0.051164838,0.059908017,0.046193249,0.057713361,0.066028411,0.042419409,0.051131364,0.059849226,0.018774402,0.029777778,0.039244163,0.024209001,0.041382278,0.05494346,0.022530239,0.037757806,0.051017722,0.024255696,0.041329114,0.055001688
250,30,1.5,0.5,0.5,1,0.460521368,0.536311966,0.577410256,0.439594017,0.515064103,0.559726496,0.448294872,0.522794872,0.565136752,0.439111111,0.515700855,0.55941453,0.441440036,0.522962349,0.567392805,0.431676132,0.512937968,0.559134702,0.438540947,0.518905801,0.563409107,0.43131637,0.513467098,0.558908259,0.057254986,0.075382906,0.087684046,0.042673504,0.051278917,0.060002564,0.046323932,0.057824217,0.066136467,0.042582051,0.051246724,0.059951567,0.018772365,0.029834758,0.039292593,0.024153561,0.041374359,0.054979487,0.022489174,0.037778632,0.051059829,0.024202564,0.041320513,0.05504359
500,30,1.5,0.5,0.5,1,0.46161039,0.537112554,0.57804329,0.44074026,0.516199134,0.560406926,0.449575758,0.523705628,0.565878788,0.44025974,0.516831169,0.560056277,0.442667496,0.523743259,0.568136001,0.432740555,0.514040653,0.55980121,0.43977654,0.519804864,0.564138066,0.432379831,0.514570081,0.559537543,0.057066955,0.075291775,0.087372294,0.04276075,0.051254545,0.059952958,0.046368543,0.05775267,0.066078211,0.04267215,0.051216162,0.059904185,0.018743723,0.02976912,0.039299567,0.024076479,0.041251371,0.054880808,0.022410101,0.037695527,0.050952958,0.024124964,0.041199711,0.054950938
750,30,1.5,0.5,0.5,1,0.462635965,0.537925439,0.57879386,0.441631579,0.517425439,0.561236842,0.450618421,0.524701754,0.566732456,0.441236842,0.517991228,0.560934211,0.44376886,0.52455491,0.568958879,0.43354648,0.515244195,0.560630035,0.440735702,0.520775449,0.564977243,0.433273721,0.515710983,0.560415816,0.056928363,0.075162281,0.08712807,0.042854094,0.051200877,0.059887427,0.046449708,0.057711696,0.06599152,0.04275117,0.051157602,0.059833626,0.018710526,0.029710819,0.039257895,0.024020468,0.041126608,0.05476345,0.022343567,0.03759152,0.050840936,0.024066959,0.041084795,0.054826608
250,10,0,1,0.5,1,0.463564444,0.538884444,0.579715556,0.442622222,0.518591111,0.562253333,0.451457778,0.525791111,0.567711111,0.442257778,0.519128889,0.561866667,0.444861372,0.525566393,0.569957426,0.43444075,0.516394725,0.56161778,0.441530919,0.521854123,0.56594088,0.434197974,0.516830028,0.561321811,0.056626074,0.074930667,0.086819556,0.042936593,0.051161778,0.059793481,0.046461037,0.057586963,0.065843852,0.042830519,0.051110815,0.059753185,0.018698667,0.029660741,0.0392,0.023946074,0.041002963,0.054615407,0.022291259,0.037504296,0.050720593,0.023991407,0.040967704,0.054688296
500,10,0,1,0.5,1,0.465752252,0.541243243,0.582130631,0.444527027,0.520675676,0.564545045,0.453481982,0.527972973,0.570108108,0.444157658,0.521220721,0.564153153,0.44750542,0.527953197,0.572512451,0.436943978,0.518657588,0.563943493,0.44412996,0.524190761,0.568398434,0.436697922,0.519098774,0.563643525,0.055617718,0.074492793,0.086128529,0.041743243,0.050402703,0.059291592,0.045315315,0.056914715,0.065262162,0.041635736,0.050351051,0.059250751,0.018706306,0.029472973,0.038970571,0.024024625,0.040968468,0.054398498,0.022347447,0.037422523,0.050502703,0.024070571,0.040932733,0.054472372
750,10,0,1,0.5,1,0.468,0.543643836,0.584552511,0.446484018,0.522808219,0.566890411,0.455561644,0.530246575,0.572497717,0.446109589,0.523360731,0.566488584,0.450206242,0.530384351,0.57511938,0.439500124,0.520942245,0.566316635,0.446784544,0.526603392,0.570850362,0.439250697,0.521389474,0.56600681,0.054648097,0.074042009,0.085306545,0.040583562,0.049681279,0.058818874,0.044204566,0.056243227,0.064687671,0.040474581,0.049628919,0.058780213,0.018711416,0.029285845,0.0387793,0.024102588,0.040923288,0.054168341,0.022402435,0.03733242,0.050287671,0.024149163,0.040887062,0.054243227
250,20,0,1,0.5,1,0.470171296,0.546453704,0.587097222,0.448356481,0.525310185,0.569611111,0.457560185,0.53287037,0.575282407,0.447976852,0.52587037,0.569199074,0.452766311,0.533162155,0.577879395,0.441911496,0.523547481,0.569053199,0.449297089,0.529306789,0.573665844,0.441658605,0.524000921,0.568731413,0.053775617,0.073638889,0.084448765,0.039515741,0.048997222,0.058326543,0.043187037,0.055648457,0.064113889,0.039405247,0.048944136,0.058291049,0.018697222,0.029031481,0.03857716,0.024163272,0.040819444,0.05386142,0.022439506,0.037176852,0.049987963,0.024210494,0.040782716,0.053937346
500,20,0,1,0.5,1,0.469652582,0.545558685,0.58629108,0.447793427,0.524342723,0.56870892,0.456929577,0.531882629,0.574413146,0.447408451,0.524929577,0.56828169,0.452124378,0.532147783,0.577006211,0.441260972,0.522554149,0.5681541,0.448558752,0.528267133,0.572780249,0.441008383,0.523041797,0.56782289,0.054012207,0.073973709,0.084762441,0.039725509,0.04917277,0.058486385,0.043423474,0.055880751,0.0643277,0.039612833,0.049116432,0.058451017,0.018689515,0.029044131,0.038607199,0.024156808,0.040879812,0.053958372,0.022430673,0.037222222,0.050057277,0.024204695,0.040840063,0.054035994
750,20,0,1,0.5,1,0.46882381,0.544819048,0.5855,0.446861905,0.523419048,0.567771429,0.456057143,0.530938095,0.573585714,0.446528571,0.524004762,0.567371429,0.45118189,0.531313581,0.576152962,0.440216329,0.521595927,0.567198692,0.44756776,0.527280585,0.571925226,0.440020283,0.52207996,0.566892629,0.054250476,0.074255238,0.08505619,0.039963492,0.049347619,0.058657143,0.043641905,0.056094286,0.064528571,0.039846349,0.049291429,0.05861746,0.018707937,0.029059048,0.038648254,0.024172381,0.04093619,0.054064444,0.022452063,0.037270159,0.050132381,0.024218095,0.040896825,0.054139365
250,30,0,1,0.5,1,0.468434783,0.544309179,0.584811594,0.446275362,0.523009662,0.566826087,0.455338164,0.53042029,0.572748792,0.445975845,0.523560386,0.566434783,0.450632567,0.530737915,0.575367653,0.439512184,0.521168171,0.566263246,0.446727059,0.526724013,0.57106879,0.439352496,0.521616277,0.565967739,0.054480193,0.074461836,0.085376812,0.040177456,0.049477295,0.058819324,0.04385314,0.056256039,0.064735266,0.040056683,0.049424155,0.058777134,0.018683414,0.029070531,0.038646055,0.024157488,0.040943961,0.054160064,0.022450886,0.037284702,0.050192271,0.024201932,0.04090789,0.054234138
500,30,0,1,0.5,1,0.468612745,0.544279412,0.584730392,0.446578431,0.52279902,0.566769608,0.455553922,0.530313725,0.57270098,0.44627451,0.523387255,0.566372549,0.45073853,0.530595958,0.575263916,0.439718898,0.520964833,0.566186027,0.446835436,0.526592649,0.571009794,0.439550766,0.521431229,0.565879355,0.054616013,0.074696078,0.085429739,0.040352614,0.049588562,0.058877124,0.044033987,0.056393791,0.064784641,0.04023268,0.04953268,0.058835621,0.018650327,0.029005229,0.038655556,0.024109477,0.040931046,0.054150654,0.022406536,0.037253268,0.050186601,0.024153922,0.040893791,0.054226471
750,30,0,1,0.5,1,0.468666667,0.54421393,0.584671642,0.446895522,0.522646766,0.56661194,0.455726368,0.53018408,0.572741294,0.446616915,0.523278607,0.566223881,0.450769068,0.530445574,0.57514754,0.439925643,0.520791284,0.56602785,0.446881778,0.526397736,0.571042535,0.439785211,0.521301243,0.565726482,0.054692869,0.074901493,0.085558541,0.040543947,0.049700829,0.058947927,0.044216584,0.056535987,0.064821227,0.040419237,0.049640133,0.058905804,0.018652073,0.028955556,0.038630514,0.02406335,0.040914096,0.054154892,0.022373798,0.037228192,0.050173466,0.024107463,0.0408733,0.054229851
250,10,0.75,1,0.5,1,0.46929798,0.544373737,0.58429798,0.447555556,0.523080808,0.566338384,0.456358586,0.530383838,0.57260101,0.447353535,0.523752525,0.566015152,0.451363008,0.530540755,0.574739869,0.440466464,0.521202084,0.565759353,0.447408554,0.526576419,0.57087337,0.440405867,0.521742216,0.565525539,0.054715488,0.075050505,0.085667003,0.040703704,0.049754882,0.059026936,0.044347138,0.056594613,0.064868013,0.040573064,0.049691246,0.058976094,0.018603367,0.028897306,0.03866835,0.023985522,0.040847138,0.0541633,0.022304714,0.037190236,0.050182155,0.024026263,0.040803704,0.054229293
500,10,0.75,1,0.5,1,0.471179487,0.545948718,0.585964103,0.449261538,0.525128205,0.568112821,0.458138462,0.532220513,0.574235897,0.44905641,0.525815385,0.567753846,0.453168853,0.532349776,0.576419316,0.44212682,0.523218564,0.567533968,0.449148763,0.528433591,0.572513968,0.44206529,0.523776437,0.567252251,0.054705299,0.074376752,0.085332308,0.040644786,0.049568547,0.058797949,0.044300513,0.056279658,0.064549744,0.040512137,0.049504615,0.058749744,0.018486154,0.028887179,0.038483761,0.02390735,0.040668718,0.053938803,0.022212991,0.037067692,0.050016752,0.023948718,0.040622564,0.05401265
750,10,0.75,1,0.5,1,0.473161458,0.547458333,0.587510417,0.451135417,0.52690625,0.569723958,0.460067708,0.533895833,0.575671875,0.450927083,0.527489583,0.569359375,0.455080455,0.534112077,0.577962294,0.443986552,0.524971009,0.569150865,0.451039946,0.530131211,0.573971755,0.44392406,0.525433868,0.568861913,0.054672569,0.073688889,0.085054167,0.040515278,0.049409722,0.058578125,0.04423125,0.056036111,0.0642625,0.040380556,0.049351042,0.058530208,0.018376042,0.028892708,0.038305903,0.023843403,0.040514583,0.053746181,0.022126736,0.036940625,0.049879514,0.023885417,0.040478125,0.053821181
250,20,0.75,1,0.5,1,0.474899471,0.548915344,0.588957672,0.452555556,0.528460317,0.571291005,0.461566138,0.535402116,0.577248677,0.452322751,0.529026455,0.571010582,0.456793128,0.53573826,0.579415778,0.445358012,0.526512275,0.570678928,0.452520528,0.531668661,0.575550745,0.445271639,0.526960609,0.570475202,0.054541446,0.073214109,0.084806349,0.040449383,0.049298765,0.058386243,0.044148148,0.055784832,0.063974603,0.04032522,0.04924127,0.058322751,0.018271958,0.028853968,0.038113933,0.023775309,0.04037037,0.053541093,0.022050441,0.036845503,0.04970194,0.023815873,0.04033545,0.053606702
500,20,0.75,1,0.5,1,0.473102151,0.547317204,0.587306452,0.450462366,0.526650538,0.569333333,0.459693548,0.533666667,0.575489247,0.450258065,0.527215054,0.56905914,0.454794287,0.533972498,0.577648821,0.4431485,0.524657933,0.568745631,0.450524858,0.529889038,0.573771548,0.443090541,0.525097568,0.568549823,0.05495233,0.073709677,0.0853319,0.040777778,0.049573477,0.058689247,0.044508961,0.056125448,0.064311111,0.040650179,0.049516487,0.058623297,0.018305018,0.028897849,0.038214695,0.023834767,0.040501075,0.05376595,0.022087097,0.036942294,0.049884229,0.023874552,0.040467025,0.053831183
750,20,0.75,1,0.5,1,0.470699454,0.545387978,0.585551913,0.44773224,0.524557377,0.567420765,0.457005464,0.531650273,0.573464481,0.44747541,0.525120219,0.567169399,0.452150843,0.531897088,0.575762735,0.440278056,0.522548501,0.566818928,0.447684108,0.527816538,0.571722012,0.440173129,0.522983199,0.566645625,0.055435701,0.074195628,0.085919854,0.041148998,0.049874681,0.058995628,0.044915118,0.05648816,0.06469326,0.041021494,0.049817851,0.058925319,0.01836357,0.028994536,0.03830674,0.023928233,0.040653552,0.053991621,0.022171585,0.037069217,0.050099818,0.023970856,0.040620036,0.054054645
250,30,0.75,1,0.5,1,0.469244444,0.544011111,0.583861111,0.446077778,0.523127778,0.565616667,0.455305556,0.530027778,0.571566667,0.445766667,0.5237,0.565361111,0.450458536,0.530358513,0.573977377,0.438477576,0.521084803,0.565012738,0.445822307,0.526134773,0.569818723,0.438325822,0.521526746,0.564836547,0.055848519,0.074636667,0.086374074,0.041463704,0.050121481,0.059281111,0.045279259,0.05680963,0.06506037,0.041336296,0.050063704,0.05920963,0.018365185,0.029033333,0.03844963,0.023955926,0.040746667,0.054193704,0.02219,0.037164815,0.050283704,0.024001481,0.040712593,0.054257778
500,30,0.75,1,0.5,1,0.468129944,0.542858757,0.582892655,0.444813559,0.52180226,0.564389831,0.454101695,0.528785311,0.570485876,0.444548023,0.52240113,0.564141243,0.449135682,0.529088039,0.572917568,0.437088398,0.519722147,0.563750442,0.444460124,0.524840051,0.56873046,0.436984551,0.520179951,0.563583038,0.056208286,0.07499774,0.086708851,0.041775518,0.050363089,0.059503955,0.045615819,0.057081733,0.065299812,0.041642938,0.050303578,0.059429755,0.018370621,0.029080226,0.038516008,0.023970998,0.040829379,0.05433032,0.02219774,0.037232015,0.050383427,0.024015066,0.040793974,0.054393974
750,30,0.75,1,0.5,1,0.467068966,0.542045977,0.582189655,0.443678161,0.520896552,0.563522989,0.453011494,0.527948276,0.569672414,0.443385057,0.521517241,0.563241379,0.447915531,0.528142338,0.572150864,0.435828277,0.518785045,0.562873027,0.443208589,0.523945179,0.567912572,0.43569844,0.519263514,0.562666676,0.056533716,0.07535977,0.086991188,0.042094636,0.050570498,0.059682759,0.045925287,0.057319923,0.06548659,0.04196092,0.050508812,0.059611877,0.018391954,0.02907931,0.03855249,0.023983142,0.040872414,0.054419923,0.022217241,0.037261303,0.050462452,0.024029119,0.040835249,0.054489272
250,10,1.5,1,0.5,1,0.465690058,0.540994152,0.581497076,0.442532164,0.519497076,0.562631579,0.451590643,0.526818713,0.568836257,0.442140351,0.520152047,0.562327485,0.446334189,0.526952511,0.57138149,0.434519293,0.51733423,0.561973269,0.441646887,0.522771686,0.567049658,0.434292276,0.517847084,0.56174515,0.056929045,0.075797661,0.087251852,0.042409747,0.05082846,0.05985731,0.046232749,0.057607407,0.065692788,0.042278363,0.050763353,0.059787524,0.018396491,0.029077193,0.038587914,0.023980507,0.040960234,0.054502144,0.022239766,0.037306823,0.050524366,0.024031969,0.040920078,0.054575049
500,10,1.5,1,0.5,1,0.466345238,0.541767857,0.582255952,0.44339881,0.520327381,0.563333333,0.452422619,0.527755952,0.569690476,0.44302381,0.520982143,0.56302381,0.446869785,0.527840923,0.572175712,0.435243145,0.518132046,0.56265648,0.442384186,0.523663126,0.567872081,0.435031558,0.518646208,0.562424563,0.057047222,0.075512302,0.087087698,0.042613889,0.050865476,0.059823016,0.046355159,0.057644048,0.065630952,0.04247619,0.050803968,0.059753571,0.018341667,0.029078175,0.038512698,0.023897619,0.040853571,0.054394444,0.022177381,0.037185714,0.05040119,0.02395,0.040811905,0.054467857
