"CTTphi1","CTTphi2","CTTphi3","CFAphi1","CFAphi2","CFAphi3","PCMphi1","PCMphi2","PCMphi3","GPCMphi1","GPCMphi2","GPCMphi3","CTTkappa1","CTTkappa2","CTTkappa3","CFAkappa1","CFAkappa2","CFAkappa3","PCMkappa1","PCMkappa2","PCMkappa3","GPCMkappa1","GPCMkappa2","GPCMkappa3","CTTtypeone1","CTTtypeone2","CTTtypeone3","CFAtypeone1","CFAtypeone2","CFAtypeone3","PCMtypeone1","PCMtypeone2","PCMtypeone3","GPCMtypeone1","GPCMtypeone2","GPCMtypeone3","CTTtypetwo1","CTTtypetwo2","CTTtypetwo3","CFAtypetwo1","CFAtypetwo2","CFAtypetwo3","PCMtypetwo1","PCMtypetwo2","PCMtypetwo3","GPCMtypetwo1","GPCMtypetwo2","GPCMtypetwo3"
0.452905982905983,0.532091168091168,0.576809116809117,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.430143851672421,0.517054963567424,0.565238980314899,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0641396011396011,0.0790693257359924,0.0918148148148148,NA,NA,NA,0.0550738841405508,0.0642879392212726,0.0717692307692308,0.0511456790123457,0.056839886039886,0.0636917378917379,NA,NA,0.0379635327635328,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.452919540229885,0.532137931034483,0.576833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43009860510663,0.517099112680449,0.565227265290338,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0642580459770115,0.0791053639846743,0.091898275862069,NA,NA,NA,0.0552390804597701,0.0643846743295019,0.0718473180076628,0.0513344827586207,0.056939846743295,0.0637611111111111,NA,NA,0.0379329501915709,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.452823188405797,0.53215652173913,0.576788405797101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429955217362499,0.517069459941261,0.565151511870437,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0643802898550725,0.0791943961352657,0.0920040579710145,NA,NA,NA,0.0554110144927536,0.0645167149758454,0.0719399033816425,0.051544347826087,0.0570604830917874,0.0638367149758454,NA,NA,0.0379080193236715,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.452745614035088,0.532122807017544,0.576847953216374,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429829431634766,0.516975504490799,0.56516736507458,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064480701754386,0.0793159844054581,0.0920812865497076,NA,NA,NA,0.0553087719298246,0.064398440545809,0.0718107212475634,0.0514678362573099,0.0569423001949318,0.0636797270955166,NA,NA,0.0378721247563353,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.453548672566372,0.532766961651917,0.577433628318584,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.430623248924165,0.517634788408805,0.565739951565403,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0644483775811209,0.0792171091445428,0.0919994100294985,NA,NA,NA,0.0553836774827925,0.0643952802359882,0.0717587020648967,0.0515815142576205,0.0569754178957719,0.0636513274336283,NA,NA,0.0377978367748279,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.454395833333333,0.533431547619048,0.578050595238095,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431455898337433,0.518301089423306,0.56635089462906,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0644232142857143,0.0791214285714286,0.0919529761904762,NA,NA,NA,0.0554853174603175,0.0643863095238095,0.0717339285714286,0.0517027777777778,0.0570019841269841,0.0636273809523809,NA,NA,0.0377049603174603,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.455054054054054,0.534114114114114,0.578606606606607,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432129431242086,0.518989668609327,0.566889229465263,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0643597597597598,0.0790198198198198,0.0918756756756757,NA,NA,NA,0.0555695695695696,0.0643597597597598,0.0716810810810811,0.0518322322322322,0.0570278278278278,0.0636036036036036,NA,NA,0.0376326326326326,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.456369696969697,0.535512121212121,0.579969696969697,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.433588797259966,0.520502734925423,0.568365272964158,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0639840404040404,0.0785616161616162,0.0913472727272727,NA,NA,NA,0.0551139393939394,0.0639610101010101,0.0713751515151515,0.0513426262626263,0.0566816161616162,0.0632989898989899,NA,NA,0.0375517171717172,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.457850152905199,0.53714373088685,0.581648318042813,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435228633994508,0.522181773292026,0.570163128451734,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0634994903160041,0.078207747196738,0.0907675840978593,NA,NA,NA,0.0545480122324159,0.0635698267074414,0.0709577981651376,0.0507420998980632,0.0562609582059123,0.0629476044852192,NA,NA,0.0374197757390418,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.459543209876543,0.538774691358025,0.583182098765432,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437048202478931,0.523884614525074,0.571815094020941,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0630343621399177,0.0777960905349794,0.090208024691358,0.0500818930041152,0.0558146090534979,0.0625627572016461,0.0537987654320988,0.0629399176954732,0.0703703703703704,0.0499884773662551,0.0556497942386831,0.0623810699588477,NA,NA,0.0373069958847737,NA,NA,NA,NA,NA,NA,NA,NA,NA
